EnsemblProteinID	BaseAccession	UniProtSource	MappingSource	MappingDate
ENSP00000384723	B5MCV2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384732	C9JJX6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384733	B0QYH5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384745	Q13133	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384748	Q9BSE2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384751	F8W922	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384763	P32418	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384770	Q00888	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384792	O43379	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384795	Q9UPQ9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384799	Q9BT73	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384804	Q8WWR8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384804	B3KR54	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384823	Q86XK2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384830	A5PKW4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384834	P00387	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384845	B5MCW3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384849	P38936	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384852	Q9Y6K1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384860	P02679	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384860	A0A140VJJ6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384862	Q9NVR5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384863	O14980	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384865	B5MCB4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384874	Q8N8E2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384875	O94856	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384884	E9PGY2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384886	P13284	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384888	Q96A33	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384899	Q86YP4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384908	P32418	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384914	P20062	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384925	P43487	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384929	Q9NYY8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384938	Q13191	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384939	B5MBZ0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384941	P12956	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384943	P40763	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384944	O43251	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384945	Q9Y4P8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384948	Q8NC69	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384952	O15235	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384955	Q8TCY9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384957	P03951	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384962	Q9UDW1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384963	Q9GZM8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384964	Q8IU80	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384967	Q8TAG5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384986	B4DPR9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384998	B4DFP7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384999	O15460	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385000	O00139	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385006	Q8WY91	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385012	Q15435	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385013	Q96IQ7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385014	P19525	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385015	Q9C0H2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385017	Q9ULB1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385022	Q15435	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385025	Q8TEV9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385028	A1A5C7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385031	B5MCD5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385034	O94921	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385035	P09871	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385040	Q9UNF0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385046	Q13322	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385050	B5MD46	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385057	Q9HC16	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385059	Q9HC35	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385068	Q9UH17	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385072	P06731	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385085	Q9Y575	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385090	A0A499FIV7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385096	Q8N5Z5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385099	Q3KQV3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385107	P09493	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385107	D9YZV4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385112	Q9UHY8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385116	Q6ICJ4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385118	Q569H4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385123	B5MC17	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385135	Q8IWA5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385135	A0A088QCU6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385149	Q8WWR8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385150	P21964	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385150	A0A140VJG8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385152	Q9BY89	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385183	B5MBW3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385186	O76054	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385193	O60941	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385195	B5MCN7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385196	J3KQ09	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385205	Q9NRD5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385211	Q02818	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385215	Q5TB80	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385217	Q9NV31	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385222	Q9HAC7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385226	B5MCL5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385228	Q9Y3Y2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385231	B0QY29	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385237	Q6ZN50	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385241	E7EQY4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385250	E7EQY3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385266	P62318	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385269	Q15717	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385271	P32927	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385273	Q9Y6Q2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385282	P01303	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385282	A4D158	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385283	P17050	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385286	P62081	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385287	Q9UJY5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385290	A1Z1Q3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385292	Q9BY44	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385297	Q9Y4P8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385305	E9PDL4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385315	Q9Y535	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385316	Q9C0H2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385323	Q9H6U6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385332	J3KQ12	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385336	B1AHD3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385338	Q08AI8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385339	Q9Y297	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385344	P15151	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385347	Q6NXT6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385352	Q13568	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385359	Q14766	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385362	P52735	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385376	B5MCA1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385377	Q9BY89	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385386	G5E9F7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385390	Q9H869	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385394	P41229	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385398	Q86XK2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385399	Q8N5C7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385400	B5MC35	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385404	P24666	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385404	A0A140VK37	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385411	B5MD38	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385418	A0A6Q8JTU6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385419	P10909	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385431	Q96MU8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385435	Q96FL9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385436	O94864	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385442	Q9UIG0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385445	P19440	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385446	B5MCN0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385447	B5MCD7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385452	Q99674	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385453	Q8IU80	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385466	Q15435	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385472	Q68DG0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385476	B5MCA4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385478	A4D126	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385499	Q53S48	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385507	A6NJ78	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385509	E9PF63	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385510	P81274	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385524	Q8NDI1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385524	A0A140VK17	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385525	P68543	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385536	Q92841	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385536	A0A1X7SBZ2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385540	Q64LD2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385540	A0A384NPW5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385541	O00506	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385541	A0A0S2Z4Y2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385543	Q01740	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385549	Q9BPU6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385551	P50549	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385552	J3KQ16	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385557	Q9Y316	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385559	O14980	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385564	P02745	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385564	A0A024RAG6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385570	Q05084	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385570	A0A024RA29	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385575	P58335	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385577	B5MCH7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385578	E9PF59	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385581	O00327	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385584	B0QY83	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385585	Q8WXG6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385597	Q6IPM2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385614	P49959	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385616	Q9UH99	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385621	F8W7C6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385622	O00139	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385629	Q96DZ1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385632	Q13946	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385634	Q8WUA7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385637	O94856	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385651	Q05084	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385651	A0A024RA29	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385659	P62979	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385659	B2RDW1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385668	Q96HL8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385671	B5MCF8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385678	P32418	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385679	P00387	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385684	Q15034	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385686	P50549	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385693	P17096	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385693	Q5T6U8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385695	B5MCN3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385702	E7ESY4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385703	B5MCP4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385704	Q8IWU6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385705	O15405	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385706	P11465	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385715	Q9UPY8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385722	Q8N201	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385726	Q01844	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385727	O15021	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385729	B5MCP9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385740	Q9UH99	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385746	P52788	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385747	O96017	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385751	Q7KZI7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385757	P53004	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385757	A0A140VJF4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385762	B5MCW2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385763	Q14914	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385766	Q14392	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385787	Q99575	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385790	Q96GA7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385793	Q9GZQ3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385794	G5E9F8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385795	O94880	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385797	Q9Y6A1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385797	A0A140VKE0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385799	Q9BWT7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385807	Q8IZ69	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385808	E9PES4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385811	P32418	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385814	Q86UA6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385822	P31645	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385823	Q9BTC8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385828	Q16762	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385828	A0A384NKQ2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385834	P02787	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385839	B5MCU0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385844	Q9NZJ4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385848	Q8TEW8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385858	O95696	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385861	Q9UBB9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385868	B7WPJ3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385869	Q9UQ74	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385873	Q15029	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385885	Q4G0W2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385889	Q9UN36	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385914	B5MBX2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385927	Q96DB5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385931	Q8WY91	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385932	Q14002	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385935	Q03113	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385939	P17014	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385943	Q9NT62	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385952	Q9UNF0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
