Entry	Gene Names (primary)	Gene Names	Protein names	Reviewed
A0ACI8QT07	MTHFD1	MTHFD1	Methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	unreviewed
A0ACI8QT08	SLC25A43	SLC25A43	Solute carrier family 25 member 43	unreviewed
A0ACI8QT10	HAUS1	HAUS1	HAUS augmin like complex subunit 1	unreviewed
A0ACI8QT11	MKRN2	MKRN2	Makorin ring finger protein 2	unreviewed
A0ACI8QT12	PRCC	PRCC	Proline rich mitotic checkpoint control factor	unreviewed
A0ACI8QT14	MAP3K1	MAP3K1	Mitogen-activated protein kinase kinase kinase 1	unreviewed
A0ACI8QT15	SSH3	SSH3	Slingshot protein phosphatase 3	unreviewed
A0ACI8QT17	MIA3	MIA3	MIA SH3 domain ER export factor 3	unreviewed
A0ACI8QT18	MIB2	MIB2	MIB E3 ubiquitin protein ligase 2	unreviewed
A0ACI8QT20	HSDL2	HSDL2	Hydroxysteroid dehydrogenase like 2	unreviewed
A0ACI8QT21	SAP130	SAP130	Sin3A associated protein 130	unreviewed
A0ACI8QT22			IQ motif containing D	unreviewed
A0ACI8QT23	RHOJ	RHOJ	Ras homolog family member J	unreviewed
A0ACI8QT24	SCLT1	SCLT1	Sodium channel and clathrin linker 1	unreviewed
A0ACI8QT25	TRAPPC8	TRAPPC8	Trafficking protein particle complex subunit 8	unreviewed
A0ACI8QT26	ACTR6	ACTR6	Actin related protein 6	unreviewed
A0ACI8QT27	LRRFIP2	LRRFIP2	LRR binding FLII interacting protein 2	unreviewed
A0ACI8QT32	ANKRD13C	ANKRD13C	Ankyrin repeat domain 13C	unreviewed
A0ACI8QT33	ATG4C	ATG4C	Autophagy related 4C cysteine peptidase	unreviewed
A0ACI8QT34	CDHR5	CDHR5	Cadherin related family member 5	unreviewed
A0ACI8QT35	CHRD	CHRD	Chordin	unreviewed
A0ACI8QT37	TSPAN17	TSPAN17	Tetraspanin 17	unreviewed
A0ACI8QT39	HMGN5	HMGN5	High mobility group nucleosome binding domain 5	unreviewed
A0ACI8QT40	RNFT1	RNFT1	Ring finger protein, transmembrane 1	unreviewed
A0ACI8QT41	C16orf89	C16orf89	Chromosome 16 open reading frame 89	unreviewed
A0ACI8QT42	ITM2B	ITM2B	Integral membrane protein 2B	unreviewed
A0ACI8QT43	LRRFIP2	LRRFIP2	LRR binding FLII interacting protein 2	unreviewed
A0ACI8QT44	FMO5	FMO5	Flavin containing dimethylaniline monoxygenase 5	unreviewed
A0ACI8QT45	RASGEF1B	RASGEF1B	RasGEF domain family member 1B	unreviewed
A0ACI8QT46	CCDC69	CCDC69	Coiled-coil domain containing 69	unreviewed
A0ACI8QT47	MAP4	MAP4	Microtubule associated protein 4	unreviewed
A0ACI8QT48	CFAP90	CFAP90	Cilia and flagella associated protein 90	unreviewed
A0ACI8QT49	GFPT1	GFPT1	Glutamine--fructose-6-phosphate transaminase 1	unreviewed
A0ACI8QT50	NFYC	NFYC	Nuclear transcription factor Y subunit gamma	unreviewed
A0ACI8QT51	CIZ1	CIZ1	CDKN1A interacting zinc finger protein 1	unreviewed
A0ACI8QT52	RUVBL2	RUVBL2	RuvB like AAA ATPase 2	unreviewed
A0ACI8QT53	NACA	NACA	Nascent polypeptide associated complex subunit alpha	unreviewed
A0ACI8QT54	RUNX2	RUNX2	RUNX family transcription factor 2	unreviewed
A0ACI8QT55	GABPB1	GABPB1	GA binding protein transcription factor subunit beta 1	unreviewed
A0ACI8QT57	NPDC1	NPDC1	Neural proliferation, differentiation and control 1	unreviewed
A0ACI8QT58	CPNE2	CPNE2	Copine 2	unreviewed
A0ACI8QT60	ZBTB8OS	ZBTB8OS	Zinc finger and BTB domain containing 8 opposite strand	unreviewed
A0ACI8QT62	ALG5	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	unreviewed
A0ACI8QT63	TRIM39	TRIM39	Tripartite motif containing 39	unreviewed
A0ACI8QT64	LRRFIP2	LRRFIP2	LRR binding FLII interacting protein 2	unreviewed
A0ACI8QT68	GABPB1	GABPB1	GA binding protein transcription factor subunit beta 1	unreviewed
A0ACI8QT70	SIRT3	SIRT3	Sirtuin 3	unreviewed
A0ACI8QT71	CYFIP1	CYFIP1	Cytoplasmic FMR1 interacting protein 1	unreviewed
A0ACI8QT72	MYL9	MYL9	Myosin light chain 9	unreviewed
A0ACI8QT74	EPS15	EPS15	Epidermal growth factor receptor pathway substrate 15	unreviewed
A0ACI8QT75	CCT7	CCT7	Chaperonin containing TCP1 subunit 7	unreviewed
A0ACI8QT76	UNKL	UNKL	Unk like zinc finger	unreviewed
A0ACI8QT77	KDM3A	KDM3A	Lysine demethylase 3A	unreviewed
A0ACI8QT78	BBOF1	BBOF1	Basal body orientation factor 1	unreviewed
A0ACI8QT79	CNPY3	CNPY3	Canopy FGF signaling regulator 3	unreviewed
A0ACI8QT83	APOO	APOO	Apolipoprotein O	unreviewed
A0ACI8QT86	BBOF1	BBOF1	Basal body orientation factor 1	unreviewed
A0ACI8QT88	POLR2K	POLR2K	RNA polymerase II, I and III subunit K	unreviewed
A0ACI8QT90	TTC38	TTC38	Tetratricopeptide repeat domain 38	unreviewed
A0ACI8QT92	LRRC41	LRRC41	Leucine rich repeat containing 41	unreviewed
A0ACI8QT94	SLC17A2	SLC17A2	Solute carrier family 17 member 2	unreviewed
A0ACI8QT95	HELZ	HELZ	Helicase with zinc finger	unreviewed
A0ACI8QT96	C4A	C4A	Complement C4A (Chido/Rodgers blood group)	unreviewed
A0ACI8QT97	MTMR6	MTMR6	Myotubularin related protein 6	unreviewed
A0ACI8QT98	GRN	GRN	Granulin precursor	unreviewed
A0ACI8QT99	UTP6	UTP6	UTP6 small subunit processome component	unreviewed
A0ACI8QTA2	GSN	GSN	Gelsolin	unreviewed
A0ACI8QTA3	ITPA	ITPA	Inosine triphosphatase	unreviewed
A0ACI8QTA5	HP	HP	Haptoglobin	unreviewed
A0ACI8QTA9	ABCB4	ABCB4	ATP binding cassette subfamily B member 4	unreviewed
A0ACI8QTB0	CCDC78	CCDC78	Coiled-coil domain containing 78	unreviewed
A0ACI8QTB1	ENAH	ENAH	ENAH actin regulator	unreviewed
A0ACI8QTB3	ZMYND11	ZMYND11	Zinc finger MYND-type containing 11	unreviewed
A0ACI8QTB4	TRAF6	TRAF6	TNF receptor associated factor 6	unreviewed
A0ACI8QTB6	CD63	CD63	CD63 molecule	unreviewed
A0ACI8QTB8	PLEKHA4	PLEKHA4	Pleckstrin homology domain containing A4	unreviewed
A0ACI8QTB9	PHTF1	PHTF1	Putative homeodomain transcription factor 1	unreviewed
A0ACI8QTC0	CA11	CA11	Carbonic anhydrase 11	unreviewed
A0ACI8QTC3	GCGR	GCGR	Glucagon receptor	unreviewed
A0ACI8QTC4	ARL5A	ARL5A	ARF like GTPase 5A	unreviewed
A0ACI8QTC5	STOX2	STOX2	Storkhead box 2	unreviewed
A0ACI8QTC7	MYNN	MYNN	Myoneurin	unreviewed
A0ACI8QTC8	JAZF1	JAZF1	JAZF zinc finger 1	unreviewed
A0ACI8QTD1	EWSR1	EWSR1	EWS RNA binding protein 1	unreviewed
A0ACI8QTD2	KLK5	KLK5	Kallikrein related peptidase 5	unreviewed
A0ACI8QTD3	ZCWPW1	ZCWPW1	Zinc finger CW-type and PWWP domain containing 1	unreviewed
A0ACI8QTD4	CALM3	CALM3	Calmodulin 3	unreviewed
A0ACI8QTD5	KANSL3	KANSL3	KAT8 regulatory NSL complex subunit 3	unreviewed
A0ACI8QTD6	TANC1	TANC1	Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	unreviewed
A0ACI8QTD8	SNX17	SNX17	Sorting nexin 17	unreviewed
A0ACI8QTD9	SNX17	SNX17	Sorting nexin 17	unreviewed
A0ACI8QTE0	DHRS12	DHRS12	Dehydrogenase/reductase 12	unreviewed
A0ACI8QTE4	NECAB3	NECAB3	N-terminal EF-hand calcium binding protein 3	unreviewed
A0ACI8QTE5	DPY30	DPY30	Dpy-30 histone methyltransferase complex regulatory subunit	unreviewed
A0ACI8QTE6	FLNA	FLNA	Filamin A	unreviewed
A0ACI8QTE7	ILF3	ILF3	Interleukin enhancer binding factor 3	unreviewed
A0ACI8QTE8	FXYD5	FXYD5	FXYD domain containing ion transport regulator 5	unreviewed
A0ACI8QTE9	CCM2	CCM2	CCM2 scaffold protein	unreviewed
A0ACI8QTF0	EWSR1	EWSR1	EWS RNA binding protein 1	unreviewed
A0ACI8QTF1	AMBP	AMBP	Alpha-1-microglobulin/bikunin precursor	unreviewed
A0ACI8QTF2	SLC22A5	SLC22A5	Solute carrier family 22 member 5	unreviewed
A0ACI8QTF3	PABPC1	PABPC1	Poly(A) binding protein cytoplasmic 1	unreviewed
A0ACI8QTF4	MROH1	MROH1	Maestro heat like repeat family member 1	unreviewed
A0ACI8QTF5	MTFMT	MTFMT	Mitochondrial methionyl-tRNA formyltransferase	unreviewed
A0ACI8QTF7	WARS2	WARS2	Tryptophanyl tRNA synthetase 2, mitochondrial	unreviewed
A0ACI8QTF8	XPR1	XPR1	Xenotropic and polytropic retrovirus receptor 1	unreviewed
A0ACI8QTF9	IL17RB	IL17RB	Interleukin 17 receptor B	unreviewed
A0ACI8QTG0	PLA2G12B	PLA2G12B	Phospholipase A2 group XIIB	unreviewed
A0ACI8QTG1	DBH	DBH	Dopamine beta-hydroxylase	unreviewed
A0ACI8QTG2	FCGR1A	FCGR1A	Fc gamma receptor Ia	unreviewed
A0ACI8QTG3	ABCF2	ABCF2	ATP binding cassette subfamily F member 2	unreviewed
A0ACI8QTG5	TRIM55	TRIM55	Tripartite motif containing 55	unreviewed
A0ACI8QTG7	OSBPL9	OSBPL9	Oxysterol binding protein like 9	unreviewed
A0ACI8QTG8	USP53	USP53	Ubiquitin specific peptidase 53	unreviewed
A0ACI8QTG9	NHLRC2	NHLRC2	NHL repeat containing 2	unreviewed
A0ACI8QTH0	GTF2I	GTF2I	General transcription factor IIi	unreviewed
A0ACI8QTH1	PRPF40B	PRPF40B	Pre-mRNA processing factor 40 homolog B	unreviewed
A0ACI8QTH3	NIBAN2	NIBAN2	Niban apoptosis regulator 2	unreviewed
A0ACI8QTH4	GTF2I	GTF2I	General transcription factor IIi	unreviewed
A0ACI8QTH5	AGFG1	AGFG1	ArfGAP with FG repeats 1	unreviewed
A0ACI8QTH6	CAPN7	CAPN7	Calpain 7	unreviewed
A0ACI8QTH8	ITIH2	ITIH2	Inter-alpha-trypsin inhibitor heavy chain 2	unreviewed
A0ACI8QTH9	CYP2E1	CYP2E1	Cytochrome P450 family 2 subfamily E member 1	unreviewed
A0ACI8QTI0	PHLDB1	PHLDB1	Pleckstrin homology like domain family B member 1	unreviewed
A0ACI8QTI2	ACVR1B	ACVR1B	Activin A receptor type 1B	unreviewed
A0ACI8QTI3	EZH2	EZH2	Enhancer of zeste 2 polycomb repressive complex 2 subunit	unreviewed
A0ACI8QTI4	NOCT	NOCT	Nocturnin	unreviewed
A0ACI8QTI5	SLAMF6	SLAMF6	SLAM family member 6	unreviewed
A0ACI8QTI6	WSB1	WSB1	WD repeat and SOCS box containing 1	unreviewed
A0ACI8QTI8	RNF121	RNF121	Ring finger protein 121	unreviewed
A0ACI8QTI9	TOP6BL	TOP6BL	TOP6B like initiator of meiotic double strand breaks	unreviewed
A0ACI8QTJ0	TOP6BL	TOP6BL	TOP6B like initiator of meiotic double strand breaks	unreviewed
A0ACI8QTJ1	ARHGEF37	ARHGEF37	Rho guanine nucleotide exchange factor 37	unreviewed
A0ACI8QTJ2	SIK2	SIK2	Salt inducible kinase 2	unreviewed
A0ACI8QTJ4	LY86	LY86	Lymphocyte antigen 86	unreviewed
A0ACI8QTJ5	MED15	MED15	Mediator complex subunit 15	unreviewed
A0ACI8QTJ6	DERL2	DERL2	Derlin 2	unreviewed
A0ACI8QTJ8	PPP4C	PPP4C	Protein phosphatase 4 catalytic subunit	unreviewed
A0ACI8QTJ9	RIPOR1	RIPOR1	RHO family interacting cell polarization regulator 1	unreviewed
A0ACI8QTK2	ABCA8	ABCA8	ATP binding cassette subfamily A member 8	unreviewed
A0ACI8QTK3	PUM1	PUM1	Pumilio RNA binding family member 1	unreviewed
A0ACI8QTK4	C4BPB	C4BPB	Complement component 4 binding protein beta	unreviewed
A0ACI8QTK6	MESD	MESD	Mesoderm development LRP chaperone	unreviewed
A0ACI8QTK8	CHD1L	CHD1L	Chromodomain helicase DNA binding protein 1 like	unreviewed
A0ACI8QTK9	DCUN1D4	DCUN1D4	Defective in cullin neddylation 1 domain containing 4	unreviewed
A0ACI8QTL3	BZW1	BZW1	Basic leucine zipper and W2 domains 1	unreviewed
A0ACI8QTL4	LRRFIP2	LRRFIP2	LRR binding FLII interacting protein 2	unreviewed
A0ACI8QTL5	SREBF2	SREBF2	Sterol regulatory element binding transcription factor 2	unreviewed
A0ACI8QTL6	PIP5K1C	PIP5K1C	Phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	unreviewed
A0ACI8QTL7	SETD5	SETD5	SET domain containing 5	unreviewed
A0ACI8QTL8	CYFIP1	CYFIP1	Cytoplasmic FMR1 interacting protein 1	unreviewed
A0ACI8QTL9	CYP39A1	CYP39A1	Cytochrome P450 family 39 subfamily A member 1	unreviewed
A0ACI8QTM0	TTC31	TTC31	Tetratricopeptide repeat domain 31	unreviewed
A0ACI8QTM1	PDCD6IP	PDCD6IP	Programmed cell death 6 interacting protein	unreviewed
A0ACI8QTM2	PUM1	PUM1	Pumilio RNA binding family member 1	unreviewed
A0ACI8QTM3	PMP22	PMP22	Peripheral myelin protein 22	unreviewed
A0ACI8QTM4	CAPN10	CAPN10	Calpain 10	unreviewed
A0ACI8QTM5	CDC42BPB	CDC42BPB	CDC42 binding protein kinase beta	unreviewed
A0ACI8QTM7	PDE8A	PDE8A	Phosphodiesterase 8A	unreviewed
A0ACI8QTN0	SDF2	SDF2	Stromal cell derived factor 2	unreviewed
A0ACI8QTN1	RIDA	RIDA	Reactive intermediate imine deaminase A homolog	unreviewed
A0ACI8QTN2	VTI1A	VTI1A	Vesicle transport through interaction with t-SNAREs 1A	unreviewed
A0ACI8QTN3	MIOS	MIOS	Meiosis regulator for oocyte development	unreviewed
A0ACI8QTN5	SLC30A9	SLC30A9	Solute carrier family 30 member 9	unreviewed
A0ACI8QTN6	PUM1	PUM1	Pumilio RNA binding family member 1	unreviewed
A0ACI8QTN7	LGALS3BP	LGALS3BP	Galectin 3 binding protein	unreviewed
A0ACI8QTN9	SLC17A3	SLC17A3	Solute carrier family 17 member 3	unreviewed
A0ACI8QTP1	GAPDH	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	unreviewed
A0ACI8QTP2	CUTC	CUTC	CutC copper transporter	unreviewed
A0ACI8QTP5	GLS2	GLS2	Glutaminase 2	unreviewed
A0ACI8QTP6	LBP	LBP	Lipopolysaccharide binding protein	unreviewed
A0ACI8QTP9	SIDT1	SIDT1	SID1 transmembrane family member 1	unreviewed
A0ACI8QTQ0	PVRIG	PVRIG	PVR related immunoglobulin domain containing	unreviewed
A0ACI8QTQ1	AFMID	AFMID	Arylformamidase	unreviewed
A0ACI8QTQ4	CLEC4M	CLEC4M	C-type lectin domain family 4 member M	unreviewed
A0ACI8QTQ5	DROSHA	DROSHA	Drosha ribonuclease III	unreviewed
A0ACI8QTQ7	MED14	MED14	Mediator complex subunit 14	unreviewed
A0ACI8QTQ8	ELMOD2	ELMOD2	ELMO domain containing 2	unreviewed
A0ACI8QTQ9	PKP4	PKP4	Plakophilin 4	unreviewed
A0ACI8QTR0	TOM1	TOM1	Target of myb1 membrane trafficking protein	unreviewed
A0ACI8QTR2	GTF2I	GTF2I	General transcription factor IIi	unreviewed
A0ACI8QTR3	KTN1	KTN1	Kinectin 1	unreviewed
A0ACI8QTR8	GTF2I	GTF2I	General transcription factor IIi	unreviewed
A0ACI8QTR9	CEACAM5	CEACAM5	CEA cell adhesion molecule 5	unreviewed
A0ACI8QTS0	QKI	QKI	QKI, KH domain containing RNA binding	unreviewed
A0ACI8QTS1	CCDC74A	CCDC74A	Coiled-coil domain containing 74A	unreviewed
A0ACI8QTS2	CTDP1	CTDP1	CTD phosphatase subunit 1	unreviewed
A0ACI8QTS4	TBC1D15	TBC1D15	TBC1 domain family member 15	unreviewed
A0ACI8QTS6	GALNT15	GALNT15	Polypeptide N-acetylgalactosaminyltransferase 15	unreviewed
A0ACI8QTS8	NUB1	NUB1	Negative regulator of ubiquitin like proteins 1	unreviewed
A0ACI8QTT1	ACAA2	ACAA2	Acetyl-CoA acyltransferase 2	unreviewed
A0ACI8QTT3	ABRAXAS2	ABRAXAS2	Abraxas 2, BRISC complex subunit	unreviewed
A0ACI8QTT4	PSMA1	PSMA1	Proteasome 20S subunit alpha 1	unreviewed
A0ACI8QTT5	ECHS1	ECHS1	Enoyl-CoA hydratase, short chain 1	unreviewed
A0ACI8QTT9	ADD3	ADD3	Adducin 3	unreviewed
A0ACI8QTU2	EDN3	EDN3	Endothelin 3	unreviewed
A0ACI8QTU4	TMEM214	TMEM214	Transmembrane protein 214	unreviewed
A0ACI8QTU5	SF3B2	SF3B2	Splicing factor 3b subunit 2	unreviewed
A0ACI8QTU8	ELAVL1	ELAVL1	ELAV like RNA binding protein 1	unreviewed
A0ACI8QTU9	TRPC4AP	TRPC4AP	Transient receptor potential cation channel subfamily C member 4 associated protein	unreviewed
A0ACI8QTV0	HDGFL2	HDGFL2	HDGF like 2	unreviewed
A0ACI8QTV2	ELP3	ELP3	Elongator acetyltransferase complex subunit 3	unreviewed
A0ACI8QTV3	MARK3	MARK3	Microtubule affinity regulating kinase 3	unreviewed
A0ACI8QTV4	EVC	EVC	EvC ciliary complex subunit 1	unreviewed
A0ACI8QTV5	CTSS	CTSS	Cathepsin S	unreviewed
A0ACI8QTV6	TMC4	TMC4	Transmembrane channel like 4	unreviewed
A0ACI8QTV7	NHERF2	NHERF2	NHERF family PDZ scaffold protein 2	unreviewed
A0ACI8QTV8	CYC1	CYC1	Cytochrome c1	unreviewed
A0ACI8QTV9	FAM120B	FAM120B	Family with sequence similarity 120 member B	unreviewed
A0ACI8QTW0	THY1	THY1	Thy-1 cell surface antigen	unreviewed
A0ACI8QTW1	INPP1	INPP1	Inositol polyphosphate-1-phosphatase	unreviewed
A0ACI8QTW2	MFGE8	MFGE8	Milk fat globule EGF and factor V/VIII domain containing	unreviewed
A0ACI8QTW3	ACAP2	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	unreviewed
A0ACI8QTW4	RAB14	RAB14	RAB14, member RAS oncogene family	unreviewed
A0ACI8QTW5	DRG1	DRG1	Developmentally regulated GTP binding protein 1	unreviewed
A0ACI8QTW6	SLC38A3	SLC38A3	Solute carrier family 38 member 3	unreviewed
A0ACI8QTW7	ZNG1B	ZNG1B	Zn regulated GTPase metalloprotein activator 1B	unreviewed
A0ACI8QTW8	ZPR1	ZPR1	ZPR1 zinc finger	unreviewed
A0ACI8QTW9	FBXL5	FBXL5	F-box and leucine rich repeat protein 5	unreviewed
A0ACI8QTX0	ZNF562	ZNF562	Zinc finger protein 562	unreviewed
A0ACI8QTX1	CALCOCO2	CALCOCO2	Calcium binding and coiled-coil domain 2	unreviewed
A0ACI8QTX4	PLA2G15	PLA2G15	Phospholipase A2 group XV	unreviewed
A0ACI8QTX5	CYP27A1	CYP27A1	Cytochrome P450 family 27 subfamily A member 1	unreviewed
A0ACI8QTX6	ULK4	ULK4	Unc-51 like kinase 4	unreviewed
A0ACI8QTX7	ZDHHC6	ZDHHC6	Zinc finger DHHC-type palmitoyltransferase 6	unreviewed
A0ACI8QTX8	DYNC2LI1	DYNC2LI1	Dynein cytoplasmic 2 light intermediate chain 1	unreviewed
A0ACI8QTX9	PNPT1	PNPT1	Polyribonucleotide nucleotidyltransferase 1	unreviewed
A0ACI8QTY0	RRBP1	RRBP1	Ribosome binding protein 1	unreviewed
A0ACI8QTY1	ZC3H14	ZC3H14	Zinc finger CCCH-type containing 14	unreviewed
A0ACI8QTY2	ALDH6A1	ALDH6A1	Aldehyde dehydrogenase 6 family member A1	unreviewed
A0ACI8QTY3	CFHR4	CFHR4	Complement factor H related 4	unreviewed
A0ACI8QTY4	CSDE1	CSDE1	Cold shock domain containing E1	unreviewed
A0ACI8QTY5	CYP27A1	CYP27A1	Cytochrome P450 family 27 subfamily A member 1	unreviewed
A0ACI8QTY6	SDCCAG8	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8	unreviewed
A0ACI8QTY7	FBXO31	FBXO31	F-box protein 31	unreviewed
A0ACI8QTY8	XRCC5	XRCC5	X-ray repair cross complementing 5	unreviewed
A0ACI8QTY9	CMBL	CMBL	Carboxymethylenebutenolidase homolog	unreviewed
A0ACI8QTZ0	ENTPD3	ENTPD3	Ectonucleoside triphosphate diphosphohydrolase 3	unreviewed
A0ACI8QTZ2	ALDH1L1	ALDH1L1	Aldehyde dehydrogenase 1 family member L1	unreviewed
A0ACI8QTZ5	PALB2	PALB2	Partner and localizer of BRCA2	unreviewed
A0ACI8QTZ6	ZNF227	ZNF227	Zinc finger protein 227	unreviewed
A0ACI8QTZ7	RACK1	RACK1	Receptor for activated C kinase 1	unreviewed
A0ACI8QTZ8	SLC1A2	SLC1A2	Solute carrier family 1 member 2	unreviewed
A0ACI8QTZ9	GLDC	GLDC	Glycine decarboxylase	unreviewed
A0ACI8QU00	LSP1	LSP1	Lymphocyte specific protein 1	unreviewed
A0ACI8QU03	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8QU05	SLC60A1	SLC60A1	Major facilitator superfamily domain containing 4A	unreviewed
A0ACI8QU06	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8QU07	CD63	CD63	CD63 molecule	unreviewed
A0ACI8QU08	CAP2	CAP2	Cyclase associated actin cytoskeleton regulatory protein 2	unreviewed
A0ACI8QU09	NRDC	NRDC	Nardilysin convertase	unreviewed
A0ACI8QU11	NAA20	NAA20	N-alpha-acetyltransferase 20, NatB catalytic subunit	unreviewed
A0ACI8QU13	IDH3A	IDH3A	Isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	unreviewed
A0ACI8QU14	HEMK2	HEMK2	HemK methyltransferase 2, ETF1 glutamine and histone H4 lysine	unreviewed
A0ACI8QU15	COBLL1	COBLL1	Cordon-bleu WH2 repeat protein like 1	unreviewed
A0ACI8QU16	BCAR1	BCAR1	BCAR1 scaffold protein, Cas family member	unreviewed
A0ACI8QU18	HMG20B	HMG20B	High mobility group 20B	unreviewed
A0ACI8QU20	KDM5D	KDM5D	Lysine demethylase 5D	unreviewed
A0ACI8QU22	ETFA	ETFA	Electron transfer flavoprotein subunit alpha	unreviewed
A0ACI8QU23	AK4	AK4	Adenylate kinase 4	unreviewed
A0ACI8QU24	ATF7IP	ATF7IP	Activating transcription factor 7 interacting protein	unreviewed
A0ACI8QU25	MSRB2	MSRB2	Methionine sulfoxide reductase B2	unreviewed
A0ACI8QU26	COMTD1	COMTD1	Catechol-O-methyltransferase domain containing 1	unreviewed
A0ACI8QU27	RHPN1	RHPN1	Rhophilin Rho GTPase binding protein 1	unreviewed
A0ACI8QU28	NSUN4	NSUN4	NOP2/Sun RNA methyltransferase 4	unreviewed
A0ACI8QU29	BAG6	BAG6	BAG cochaperone 6	unreviewed
A0ACI8QU32	SNX17	SNX17	Sorting nexin 17	unreviewed
A0ACI8QU33	CYFIP2	CYFIP2	Cytoplasmic FMR1 interacting protein 2	unreviewed
A0ACI8QU34	TCHP	TCHP	Trichoplein keratin filament binding	unreviewed
A0ACI8QU35	RPL7A	RPL7A	Ribosomal protein L7a	unreviewed
A0ACI8QU36	TMEM87A	TMEM87A	Transmembrane protein 87A	unreviewed
A0ACI8QU39	COQ8A	COQ8A	Coenzyme Q8A	unreviewed
A0ACI8QU40	AMBP	AMBP	Alpha-1-microglobulin/bikunin precursor	unreviewed
A0ACI8QU41	GRIPAP1	GRIPAP1	GRIP1 associated protein 1	unreviewed
A0ACI8QU42	ESRP1	ESRP1	Epithelial splicing regulatory protein 1	unreviewed
A0ACI8QU43	TUBA8	TUBA8	Tubulin alpha 8	unreviewed
A0ACI8QU44	CD22	CD22	CD22 molecule	unreviewed
A0ACI8QU45	ANXA1	ANXA1	Annexin A1	unreviewed
A0ACI8QU46	RPL18	RPL18	Ribosomal protein L18	unreviewed
A0ACI8QU47	BAG3	BAG3	BAG cochaperone 3	unreviewed
A0ACI8QU48	ADAM15	ADAM15	ADAM metallopeptidase domain 15	unreviewed
A0ACI8QU49	ACSL5	ACSL5	Acyl-CoA synthetase long chain family member 5	unreviewed
A0ACI8QU50	GIGYF1	GIGYF1	GRB10 interacting GYF protein 1	unreviewed
A0ACI8QU51	ZC3H18	ZC3H18	Zinc finger CCCH-type containing 18	unreviewed
A0ACI8QU53	ATF6B	ATF6B	Activating transcription factor 6 beta	unreviewed
A0ACI8QU54	FCGR1A	FCGR1A	Fc gamma receptor Ia	unreviewed
A0ACI8QU55	HLA-DOB	HLA-DOB	Major histocompatibility complex, class II, DO beta	unreviewed
A0ACI8QU56	CFH	CFH	Complement factor H	unreviewed
A0ACI8QU58	WNT4	WNT4	Wnt family member 4	unreviewed
A0ACI8QU59	GTF2I	GTF2I	General transcription factor IIi	unreviewed
A0ACI8QU61	ACE	ACE	Angiotensin I converting enzyme	unreviewed
A0ACI8QU63	GLDN	GLDN	Gliomedin	unreviewed
A0ACI8QU64	NFKB2	NFKB2	Nuclear factor kappa B subunit 2	unreviewed
A0ACI8QU65	ENTPD5	ENTPD5	Ectonucleoside triphosphate diphosphohydrolase 5 (inactive)	unreviewed
A0ACI8QU67	TMEFF2	TMEFF2	Transmembrane protein with EGF like and two follistatin like domains 2	unreviewed
A0ACI8QU68	SEMA4F	SEMA4F	Ssemaphorin 4F	unreviewed
A0ACI8QU70	RMND5B	RMND5B	Required for meiotic nuclear division 5 homolog B	unreviewed
A0ACI8QU71	PRPF31	PRPF31	Pre-mRNA processing factor 31	unreviewed
A0ACI8QU72	GARS1	GARS1	Glycyl-tRNA synthetase 1	unreviewed
A0ACI8QU73	DDX24	DDX24	DEAD-box helicase 24	unreviewed
A0ACI8QU74	PTBP1	PTBP1	Polypyrimidine tract binding protein 1	unreviewed
A0ACI8QU77	MYO1E	MYO1E	Myosin IE	unreviewed
A0ACI8QU78	TTPAL	TTPAL	Alpha tocopherol transfer protein like	unreviewed
A0ACI8QU79	KPNB1	KPNB1	Karyopherin subunit beta 1	unreviewed
A0ACI8QU81	CYP2C19	CYP2C19	Cytochrome P450 family 2 subfamily C member 19	unreviewed
A0ACI8QU82	PHTF2	PHTF2	Putative homeodomain transcription factor 2	unreviewed
A0ACI8QU83	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8QU84	MRS2	MRS2	Magnesium transporter MRS2	unreviewed
A0ACI8QU85	MAD1L1	MAD1L1	Mitotic arrest deficient 1 like 1	unreviewed
A0ACI8QU86	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8QU87	SDF4	SDF4	Stromal cell derived factor 4	unreviewed
A0ACI8QU88	GLRX3	GLRX3	Glutaredoxin 3	unreviewed
A0ACI8QU89	ILRUN	ILRUN	Inflammation and lipid regulator with UBA-like and NBR1-like domains	unreviewed
A0ACI8QU90	PPP4R3B	PPP4R3B	Protein phosphatase 4 regulatory subunit 3B	unreviewed
A0ACI8QU91	ERI1	ERI1	Exoribonuclease 1	unreviewed
A0ACI8QU93	ACVR1B	ACVR1B	Activin A receptor type 1B	unreviewed
A0ACI8QU94	PCBP4	PCBP4	Poly(rC) binding protein 4	unreviewed
A0ACI8QU95	ADCY4	ADCY4	Adenylate cyclase 4	unreviewed
