BaseAccession	PanelMembership	EnsemblGeneIDs	NGeneIDs	AmbiguousGeneMapping	EntrezGeneIDs	EnsemblGeneViaEntrez	CachedEnsemblProteinIDs	CrossCheck
J3QRS1	DdrGoUniverse	ENSG00000169689	1	False	201254	ENSG00000169689		agree
J3QSH1	DdrGoUniverse	ENSG00000101596	1	False				route2_unavailable_no_entrez
K4JTT6	DdrGoUniverse		0	False				no_ensembl_gene
K7EIL6	DdrGoUniverse	ENSG00000267618	1	False				route2_unavailable_no_entrez
K7EIT8	DdrGoUniverse;ReferenceDdr	ENSG00000104884	1	False			ENSP00000464887	route2_unavailable_no_entrez
K7EJI6	DdrGoUniverse	ENSG00000179168	1	False				route2_unavailable_no_entrez
K7EJW3	DdrGoUniverse	ENSG00000012048	1	False				route2_unavailable_no_entrez
K7EJW9	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
K7EK97	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
K7EKF3	DdrGoUniverse	ENSG00000104884	1	False				route2_unavailable_no_entrez
K7EKG7	DdrGoUniverse	ENSG00000185379	1	False				route2_unavailable_no_entrez
K7EKQ4	DdrGoUniverse	ENSG00000131944	1	False	91442	ENSG00000131944		agree
K7EMT9	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
K7EMZ7	DdrGoUniverse	ENSG00000132016;ENSG00000288152	2	True	79173	ENSG00000132016		agree
K7EN88	DdrGoUniverse	ENSG00000267618	1	False				route2_unavailable_no_entrez
K7ENT5	DdrGoUniverse	ENSG00000179168	1	False				route2_unavailable_no_entrez
K7EP14	DdrGoUniverse;ReferenceDdr	ENSG00000012061	1	False			ENSP00000467183	route2_unavailable_no_entrez
K7EP60	DdrGoUniverse	ENSG00000132016;ENSG00000288152	2	True				route2_unavailable_no_entrez
K7EPC7	DdrGoUniverse	ENSG00000012048	1	False				route2_unavailable_no_entrez
K7EQ16	DdrGoUniverse	ENSG00000179262	1	False				route2_unavailable_no_entrez
K7EQB6	DdrGoUniverse	ENSG00000005156	1	False				route2_unavailable_no_entrez
K7EQU8	DdrGoUniverse	ENSG00000267618	1	False				route2_unavailable_no_entrez
K7ER60	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
K7ER89	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
K7ERM7	DdrGoUniverse	ENSG00000185379	1	False				route2_unavailable_no_entrez
K7ERZ5	DdrGoUniverse	ENSG00000005156	1	False				route2_unavailable_no_entrez
K7ES46	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
K7ESI1	DdrGoUniverse	ENSG00000185379	1	False				route2_unavailable_no_entrez
K7ESL4	DdrGoUniverse	ENSG00000185379	1	False				route2_unavailable_no_entrez
K7PPA8	DdrGoUniverse		0	False	7157	ENSG00000141510		no_ensembl_gene
L7RSM2	ReferenceDdr		0	False			ENSP00000229795	no_ensembl_gene
L7RXH5	ReferenceDdr		0	False	5595	ENSG00000102882	ENSP00000263025	no_ensembl_gene
M0QYH2	DdrGoUniverse	ENSG00000039650	1	False				route2_unavailable_no_entrez
M0QYS5	DdrGoUniverse;ReferenceDdr	ENSG00000073050	1	False				route2_unavailable_no_entrez
M0QZ96	DdrGoUniverse;ReferenceDdr	ENSG00000073050	1	False				route2_unavailable_no_entrez
M0QZH2	DdrGoUniverse	ENSG00000125652	1	False				route2_unavailable_no_entrez
M0QZI0	DdrGoUniverse;ReferenceDdr	ENSG00000125652	1	False			ENSP00000470562	route2_unavailable_no_entrez
M0R0D2	DdrGoUniverse;ReferenceDdr	ENSG00000073050	1	False			ENSP00000471159	route2_unavailable_no_entrez
M0R0Q7	DdrGoUniverse	ENSG00000105486	1	False				route2_unavailable_no_entrez
M0R1U8	DdrGoUniverse;ReferenceDdr	ENSG00000073050	1	False				route2_unavailable_no_entrez
M0R2N6	DdrGoUniverse	ENSG00000268361	1	False				route2_unavailable_no_entrez
M0R3C8	DdrGoUniverse;ReferenceDdr	ENSG00000039650	1	False				route2_unavailable_no_entrez
O00213	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000166313	1	False	322	ENSG00000166313	ENSP00000299402;ENSP00000433338	agree
O00255	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000133895	1	False	4221	ENSG00000133895	ENSP00000308975	agree
O00311	DdrGoUniverse;ReferenceDdr	ENSG00000097046	1	False	8317	ENSG00000097046	ENSP00000234626	agree
O00366	DdrGoUniverse		0	False				no_ensembl_gene
O00409	DdrGoUniverse;ReferenceDdr	ENSG00000053254	1	False	1112	ENSG00000053254	ENSP00000343288;ENSP00000479114	agree
O00463	DdrGoUniverse;ReferenceDdr	ENSG00000082512	1	False	7188	ENSG00000082512	ENSP00000261464;ENSP00000355971	agree
O00487	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000115233	1	False	10213	ENSG00000115233	ENSP00000386541	agree
O00497	DdrGoUniverse		0	False				no_ensembl_gene
O14757	DdrGoUniverse;ReferenceDdr	ENSG00000149554	1	False	1111	ENSG00000149554	ENSP00000388648	agree
O14818	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000101182	1	False	5688	ENSG00000101182	ENSP00000359895;ENSP00000359898;ENSP00000359910	agree
O14862	DdrGoUniverse;ReferenceDdr	ENSG00000163568	1	False	9447	ENSG00000163568		agree
O14867	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000156273	1	False	571	ENSG00000156273	ENSP00000286800	agree
O15151	DdrGoUniverse;ReferenceDdr	ENSG00000198625	1	False	4194	ENSG00000198625		agree
O15287	DdrGoUniverse;ReferenceDdr	ENSG00000221829	1	False	2189	ENSG00000221829	ENSP00000367910	agree
O15315	DdrGoUniverse;ReferenceDdr	ENSG00000182185	1	False	5890	ENSG00000182185		agree
O15350	DdrGoUniverse;ReferenceDdr	ENSG00000078900	1	False	7161	ENSG00000078900		agree
O15360	DdrGoUniverse;ReferenceDdr	ENSG00000187741	1	False	2175	ENSG00000187741		agree
O15379	DdrGoUniverse;ReferenceDdr	ENSG00000171720	1	False	8841	ENSG00000171720	ENSP00000302967	agree
O15457	DdrGoUniverse	ENSG00000057468	1	False	4438	ENSG00000057468		agree
O15516	DdrGoUniverse;ReferenceDdr	ENSG00000134852	1	False	9575	ENSG00000134852	ENSP00000308741	agree
O15527	DdrGoUniverse;ReferenceDdr	ENSG00000114026	1	False	4968	ENSG00000114026	ENSP00000306561;ENSP00000342851;ENSP00000345520;ENSP00000403598	agree
O43189	DdrGoUniverse;ReferenceDdr	ENSG00000112511;ENSG00000225553	2	True	5252	ENSG00000112511	ENSP00000363636;ENSP00000363640	agree
O43196	DdrGoUniverse	ENSG00000204410;ENSG00000227314;ENSG00000230293;ENSG00000230961;ENSG00000235222;ENSG00000254405;ENSG00000255152;ENSG00000266027;ENSG00000266442	9	True	4439	ENSG00000204410		agree
O43299	DdrGoUniverse;ReferenceDdr	ENSG00000242802	1	False	9907	ENSG00000242802		agree
O43318	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000135341	1	False	6885	ENSG00000135341	ENSP00000358335;ENSP00000358338	agree
O43410	DdrGoUniverse		0	False				no_ensembl_gene
O43463	DdrGoUniverse;ReferenceDdr	ENSG00000101945	1	False	6839	ENSG00000101945		agree
O43464	DdrGoUniverse;ReferenceDdr	ENSG00000115317	1	False	27429	ENSG00000115317	ENSP00000399166	agree
O43502	DdrGoUniverse;ReferenceDdr	ENSG00000108384	1	False	5889	ENSG00000108384		agree
O43521	DdrGoUniverse;ReferenceDdr	ENSG00000153094	1	False	10018	ENSG00000153094	ENSP00000376943	agree
O43542	DdrGoUniverse;ReferenceDdr	ENSG00000126215	1	False	7517	ENSG00000126215		agree
O43543	DdrGoUniverse	ENSG00000196584	1	False	7516	ENSG00000196584		agree
O43715	DdrGoUniverse;ReferenceDdr	ENSG00000170855	1	False	51499	ENSG00000170855	ENSP00000449795	agree
O43719	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000102241	1	False	27336	ENSG00000102241	ENSP00000218364;ENSP00000442699	agree
O60216	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000164754	1	False	5885	ENSG00000164754	ENSP00000297338	agree
O60264	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000153147	1	False	8467	ENSG00000153147	ENSP00000283131	agree
O60341	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000004487	1	False	23028	ENSG00000004487	ENSP00000349049;ENSP00000383042	agree
O60671	DdrGoUniverse;ReferenceDdr	ENSG00000113456	1	False	5810	ENSG00000113456	ENSP00000371469	agree
O60673	DdrGoUniverse;ReferenceDdr	ENSG00000009413	1	False	5980	ENSG00000009413		agree
O60729	DdrGoUniverse;ReferenceDdr	ENSG00000081377	1	False	8555	ENSG00000081377		agree
O60846	DdrGoUniverse		0	False				no_ensembl_gene
O60870	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000151657	1	False	22944	ENSG00000151657	ENSP00000368881	agree
O60921	DdrGoUniverse;ReferenceDdr	ENSG00000136273	1	False	3364	ENSG00000136273	ENSP00000258774	agree
O60934	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000104320	1	False	4683	ENSG00000104320	ENSP00000265433	agree
O75031	DdrGoUniverse;ReferenceDdr	ENSG00000160207	1	False	11077	ENSG00000160207		agree
O75367	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000113648	1	False	9555	ENSG00000113648	ENSP00000302572;ENSP00000310169;ENSP00000424971	agree
O75417	DdrGoUniverse;ReferenceDdr	ENSG00000051341	1	False	10721	ENSG00000051341		agree
O75419	DdrGoUniverse;ReferenceDdr	ENSG00000093009	1	False	8318	ENSG00000093009		agree
O75435	DdrGoUniverse		0	False				no_ensembl_gene
O75663	DdrGoUniverse;ReferenceDdr	ENSG00000143155	1	False	261726	ENSG00000143155	ENSP00000356807	agree
O75717	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000198554	1	False	11169	ENSG00000198554	ENSP00000399349	agree
O75771	DdrGoUniverse;ReferenceDdr	ENSG00000185379	1	False	5892	ENSG00000185379	ENSP00000338408;ENSP00000378090	agree
O75792	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000104889	1	False	10535	ENSG00000104889	ENSP00000221486	agree
O75807	DdrGoUniverse	ENSG00000087074	1	False	23645	ENSG00000087074		agree
O75909	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000090061	1	False	8812	ENSG00000090061	ENSP00000374529	agree
O75925	DdrGoUniverse;ReferenceDdr	ENSG00000033800	1	False	8554	ENSG00000033800	ENSP00000249636;ENSP00000438574	agree
O75943	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000152942;ENSG00000276618	2	True	5884	ENSG00000152942	ENSP00000346271	agree
O76064	DdrGoUniverse;KlaDdr	ENSG00000112130	1	False	9025	ENSG00000112130		agree
O94761	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000160957	1	False	9401	ENSG00000160957		agree
O94762	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000108469	1	False	9400	ENSG00000108469	ENSP00000317636;ENSP00000394820	agree
O94763	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000105176	1	False	8725	ENSG00000105176	ENSP00000353817;ENSP00000376097	agree
O94874	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000014123	1	False	23376	ENSG00000014123	ENSP00000358283	agree
O94892	DdrGoUniverse	ENSG00000256087	1	False	9668	ENSG00000256087		agree
O94916	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000102908	1	False	10725	ENSG00000102908	ENSP00000346420	agree
O95071	DdrGoUniverse;ReferenceDdr	ENSG00000104517	1	False	51366	ENSG00000104517	ENSP00000220959;ENSP00000429084	agree
O95072	DdrGoUniverse;ReferenceDdr	ENSG00000100918;ENSG00000285007	2	True	9985	ENSG00000100918		agree
O95165	DdrGoUniverse		0	False				no_ensembl_gene
O95243	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000129071	1	False	8930	ENSG00000129071	ENSP00000394080;ENSP00000422327;ENSP00000424873	agree
O95365	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000178951	1	False	51341	ENSG00000178951	ENSP00000323670	agree
O95551	DdrGoUniverse;ReferenceDdr	ENSG00000111802	1	False	51567	ENSG00000111802	ENSP00000367440	agree
O95714	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000128731	1	False	8924	ENSG00000128731	ENSP00000261609	agree
O95744	DdrGoUniverse		0	False				no_ensembl_gene
O95745	DdrGoUniverse		0	False				no_ensembl_gene
O96017	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000183765	1	False	11200	ENSG00000183765		agree
O96028	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000109685	1	False	7468	ENSG00000109685	ENSP00000423972	agree
P00519	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000097007	1	False	25	ENSG00000097007	ENSP00000323315;ENSP00000361423	agree
P01106	DdrGoUniverse;ReferenceDdr	ENSG00000136997	1	False	4609	ENSG00000136997	ENSP00000367207;ENSP00000430235	agree
P02545	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000160789	1	False	4000	ENSG00000160789	ENSP00000357282;ENSP00000357283	agree
P04053	DdrGoUniverse;ReferenceDdr	ENSG00000107447	1	False	1791	ENSG00000107447		agree
P04628	DdrGoUniverse	ENSG00000125084	1	False	7471	ENSG00000125084		agree
P04637	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000141510	1	False	7157	ENSG00000141510	ENSP00000391127;ENSP00000481638	agree
P06493	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000170312	1	False	983	ENSG00000170312	ENSP00000378699	agree
P06746	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000070501	1	False	5423	ENSG00000070501	ENSP00000265421	agree
P06748	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000181163	1	False	4869	ENSG00000181163	ENSP00000296930;ENSP00000341168;ENSP00000377408	agree
P07948	DdrGoUniverse;ReferenceDdr	ENSG00000254087	1	False	4067	ENSG00000254087	ENSP00000428424;ENSP00000428924	agree
P07992	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000012061	1	False	2067	ENSG00000012061	ENSP00000013807;ENSP00000300853;ENSP00000345203;ENSP00000394875	agree
P09429	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000189403	1	False	3146	ENSG00000189403	ENSP00000343040	agree
P09430	DdrGoUniverse	ENSG00000118245	1	False	7141	ENSG00000118245		agree
P09874	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000143799	1	False	142	ENSG00000143799	ENSP00000355759	agree
P09884	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000101868	1	False	5422	ENSG00000101868		agree
P0C2W1	DdrGoUniverse;ReferenceDdr	ENSG00000174013	1	False	200933	ENSG00000174013		agree
P10415	DdrGoUniverse;ReferenceDdr	ENSG00000171791	1	False	596	ENSG00000171791	ENSP00000329623	agree
P10636	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000186868;ENSG00000276155;ENSG00000277956	3	True	4137	ENSG00000186868	ENSP00000443028	agree
P11388	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000131747	1	False	7153	ENSG00000131747	ENSP00000411532	agree
P12004	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000132646	1	False	5111	ENSG00000132646	ENSP00000368438	agree
P12956	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000196419	1	False	2547	ENSG00000196419	ENSP00000353192;ENSP00000384257;ENSP00000384941	agree
P13010	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000079246	1	False	7520	ENSG00000079246	ENSP00000375977	agree
P13051	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000076248	1	False	7374	ENSG00000076248	ENSP00000242576;ENSP00000337398	agree
P15336	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000115966	1	False	1386	ENSG00000115966	ENSP00000264110;ENSP00000340576	agree
P15531	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000239672	1	False	4830	ENSG00000239672	ENSP00000013034;ENSP00000376892	agree
P15927	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000117748	1	False	6118	ENSG00000117748	ENSP00000363017;ENSP00000363021	agree
P15941	DdrGoUniverse;ReferenceDdr	ENSG00000185499	1	False	4582	ENSG00000185499	ENSP00000338983;ENSP00000357375;ENSP00000357377	agree
P16104	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000188486	1	False	3014	ENSG00000188486	ENSP00000434024	agree
P16410	DdrGoUniverse	ENSG00000163599	1	False	1493	ENSG00000163599		agree
P16455	DdrGoUniverse;ReferenceDdr	ENSG00000170430	1	False	4255	ENSG00000170430		agree
P17812	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000171793	1	False	1503	ENSG00000171793		agree
P18074	DdrGoUniverse;ReferenceDdr	ENSG00000104884	1	False	2068	ENSG00000104884	ENSP00000375809	agree
P18858	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000105486	1	False	3978	ENSG00000105486	ENSP00000263274;ENSP00000442841	agree
P18887	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000073050	1	False	7515	ENSG00000073050	ENSP00000262887	agree
P19447	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000163161	1	False	2071	ENSG00000163161	ENSP00000285398	agree
P19784	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000070770	1	False	1459	ENSG00000070770	ENSP00000262506	agree
P20333	DdrGoUniverse;ReferenceDdr	ENSG00000028137	1	False	7133	ENSG00000028137	ENSP00000365435	agree
P20585	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000113318	1	False	4437	ENSG00000113318	ENSP00000265081	agree
P20618	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000008018	1	False	5689	ENSG00000008018	ENSP00000262193	agree
P20749	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000069399	1	False	602	ENSG00000069399	ENSP00000164227	agree
P21675	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000147133	1	False	6872	ENSG00000147133	ENSP00000362895;ENSP00000406549	agree
P22314	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000130985	1	False	7317	ENSG00000130985	ENSP00000366568	agree
P22681	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000110395	1	False	867	ENSG00000110395	ENSP00000264033	agree
P23025	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000136936	1	False	7507	ENSG00000136936	ENSP00000364270	agree
P23246	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000116560	1	False	6421	ENSG00000116560	ENSP00000349748	agree
P23396	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000149273	1	False	6188	ENSG00000149273	ENSP00000436971	agree
P23497	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000067066	1	False	6672	ENSG00000067066	ENSP00000264052;ENSP00000343023;ENSP00000386404;ENSP00000386427;ENSP00000399389	agree
P23921	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000167325	1	False	6240	ENSG00000167325	ENSP00000300738	agree
P24385	DdrGoUniverse;ReferenceDdr	ENSG00000110092	1	False	595	ENSG00000110092	ENSP00000227507	agree
P24522	DdrGoUniverse	ENSG00000116717	1	False	1647	ENSG00000116717		agree
P24941	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000123374	1	False	1017	ENSG00000123374	ENSP00000243067;ENSP00000266970	agree
P25054	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000134982	1	False	324	ENSG00000134982	ENSP00000427089	agree
P25205	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000112118	1	False	4172	ENSG00000112118	ENSP00000472940	agree
P25490	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000100811	1	False	7528	ENSG00000100811	ENSP00000262238	agree
P25786	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000129084	1	False	5682	ENSG00000129084	ENSP00000379676;ENSP00000414359	agree
P25787	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000106588;ENSG00000256646	2	True	5683	ENSG00000106588	ENSP00000223321	agree
P25788	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000100567	1	False	5684	ENSG00000100567	ENSP00000216455;ENSP00000390491	agree
P25789	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000041357	1	False	5685	ENSG00000041357	ENSP00000402118;ENSP00000453887	agree
P26583	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000164104	1	False	3148	ENSG00000164104	ENSP00000393448	agree
P27361	DdrGoUniverse;ReferenceDdr	ENSG00000102882	1	False	5595	ENSG00000102882	ENSP00000263025;ENSP00000378625;ENSP00000378628	agree
P27694	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000132383	1	False	6117	ENSG00000132383	ENSP00000254719	agree
P27695	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000100823;ENSG00000291796	2	True	328	ENSG00000100823	ENSP00000451979	agree
P28066	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000143106	1	False	5686	ENSG00000143106	ENSP00000271308	agree
P28070	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000159377	1	False	5692	ENSG00000159377	ENSP00000290541	agree
P28072	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000142507	1	False	5694	ENSG00000142507	ENSP00000270586	agree
P28074	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000100804	1	False	5693	ENSG00000100804	ENSP00000355325;ENSP00000395206;ENSP00000452424	agree
P28340	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000062822	1	False	5424	ENSG00000062822	ENSP00000473052	agree
P28715	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000134899	1	False	2073	ENSG00000134899		agree
P29317	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000142627	1	False	1969	ENSG00000142627	ENSP00000351209	agree
P29372	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000103152	1	False	4350	ENSG00000103152	ENSP00000219431;ENSP00000348809;ENSP00000380918	agree
P29590	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000140464	1	False	5371	ENSG00000140464	ENSP00000268058;ENSP00000268059;ENSP00000315434;ENSP00000395576;ENSP00000455838	agree
P31350	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000171848	1	False	6241	ENSG00000171848	ENSP00000302955	agree
P31947	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000175793	1	False	2810	ENSG00000175793	ENSP00000340989	agree
P32780	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000110768;ENSG00000288114	2	True	2965	ENSG00000110768	ENSP00000265963;ENSP00000435375	agree
P33991	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000104738	1	False	4173	ENSG00000104738		agree
P33992	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000100297	1	False	4174	ENSG00000100297	ENSP00000216122	agree
P33993	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000166508	1	False	4176	ENSG00000166508	ENSP00000307288	agree
P35244	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000106399	1	False	6119	ENSG00000106399	ENSP00000223129	agree
P35249	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000163918	1	False	5984	ENSG00000163918	ENSP00000296273	agree
P35250	DdrGoUniverse;ReferenceDdr	ENSG00000049541	1	False	5982	ENSG00000049541	ENSP00000055077;ENSP00000275627	agree
P35251	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000035928	1	False	5981	ENSG00000035928	ENSP00000261424;ENSP00000371321	agree
P35638	DdrGoUniverse	ENSG00000175197	1	False	1649	ENSG00000175197		agree
P36639	DdrGoUniverse;ReferenceDdr	ENSG00000106268	1	False	4521	ENSG00000106268	ENSP00000349148	agree
P36915	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000204590;ENSG00000206492;ENSG00000226882;ENSG00000228581;ENSG00000229470;ENSG00000232143;ENSG00000235986	7	True	2794	ENSG00000204590	ENSP00000365806	agree
P36954	DdrGoUniverse;ReferenceDdr	ENSG00000105258	1	False	5438	ENSG00000105258	ENSP00000221859	agree
